3,4.0,0,0
4,4.0,0,0
2,3.0,0,0
1,3.0,4,4
5,4.5,1,0
5,3.5,2,0
1,4.0,1,0
1,3.0,2,0
1,3.0,0,0
5,4.0,0,0
3,4.0,0,0
3,3.5,1,4
4,4.0,2,0
3,4.0,0,0
3,3.5,0,0
5,5.0,1,0
5,4.5,1,0
4,4.0,1,1
3,3.5,0,0
5,4.0,0,0
1,3.5,0,0
4,3.5,1,0
1,1.5,0,0
3,3.5,1,52
2,4.0,0,0
4,3.0,0,0
5,5.0,0,0
4,4.5,1,0
2,2.5,4,21
4,4.0,6,0
1,2.5,0,0
3,3.0,1,0
1,3.0,0,0
5,3.5,0,0
5,4.0,2,15
2,3.0,0,0
4,3.5,1,0
4,3.5,2,38
1,2.5,0,0
2,3.5,1,4
1,4.0,2,17
1,3.5,0,0
5,3.0,0,0
3,2.5,1,0
5,4.0,2,0
5,3.0,0,0
4,2.5,0,0
5,3.5,0,0
3,4.0,0,0
1,3.5,0,0
4,4.0,1,0
2,3.0,1,0
2,3.0,1,0
2,4.0,2,0
4,4.0,0,0
4,4.0,0,0
5,4.0,0,0
1,2.5,3,0
3,3.5,0,0
4,4.0,0,0
3,3.0,0,0
3,3.0,1,0
5,5.0,0,0
3,4.0,0,0
4,3.0,1,45
4,3.0,0,0
1,1.5,3,0
5,4.0,0,0
1,3.5,1,0
5,4.0,0,0
4,4.0,0,0
5,4.0,5,0
1,1.5,1,0
5,4.5,0,0
4,4.0,1,0
5,3.5,0,0
1,2.5,2,0
3,4.0,1,6
4,4.0,0,0
5,5.0,0,0
4,3.5,0,0
5,4.0,0,0
4,3.5,0,0
3,4.0,1,18
1,4.0,3,0
5,3.0,3,0
3,3.0,1,0
4,4.0,0,0
3,4.0,0,10
5,4.0,0,0
2,4.0,0,0
1,3.0,2,0
5,4.0,0,0
5,4.5,1,3
4,3.5,1,19
1,4.0,1,14
1,3.5,1,0
5,4.0,0,0
4,4.0,0,0
5,3.5,0,1
4,3.5,2,5
4,3.0,0,0
4,4.0,0,0
4,3.0,0,0
3,2.0,1,0
4,3.5,0,0
5,4.0,0,0
5,4.0,0,0
4,4.0,0,0
3,3.0,1,0
4,3.5,0,0
4,3.5,0,0
4,3.5,3,0
2,2.5,0,0
4,4.5,0,0
2,4.0,0,0
5,2.5,0,0
1,3.5,1,0
4,3.5,2,0
4,3.5,0,0
1,3.0,0,0
1,3.0,1,0
5,3.5,1,0
4,4.0,3,0
4,3.5,0,0
5,3.0,0,0
4,4.0,1,0
5,4.5,1,0
5,4.5,0,0
4,4.0,0,0
3,3.5,2,0
5,4.0,0,0
3,4.0,0,0
4,4.0,0,0
3,3.0,0,0
4,4.0,1,0
2,4.0,0,0
3,4.0,1,0
4,4.0,0,0
4,3.0,1,0
4,3.0,0,0
3,2.5,0,0
1,3.0,1,0
2,2.0,3,0
